Stars,Review Text,Review Date,Review Helpful,Random,Sentiment Lael,Sentiment Score
3.0 out of 5 stars,"Everything was ok except for the rear light, it is not charging.","Reviewed in the United States on July 16, 2021",No Data,1,POSITIVE,0.9909818768501282
5.0 out of 5 stars,It works great nd battery life is good very bright light,"Reviewed in the United States on May 26, 2019",No Data,1,POSITIVE,0.9900741577148438
5.0 out of 5 stars,Fantastic light.,"Reviewed in the United States on September 16, 2020",No Data,1,POSITIVE,0.9885063171386719
5.0 out of 5 stars,Seems to be a bit better than my fancy $35 single life,"Reviewed in the United States on September 1, 2020",No Data,1,POSITIVE,0.9903823733329773
5.0 out of 5 stars,Hola,"Reviewed in the United States on January 11, 2020",No Data,1,POSITIVE,0.9845786094665527
5.0 out of 5 stars,These lights are incredibly bright and last for hours! Just what I was looking for.,"Reviewed in the United States on February 23, 2021",No Data,1,POSITIVE,0.9924576282501221
5.0 out of 5 stars,"A friend uses a bike to go to work and back. He needed a reliable, strong light and taillight for his bike. Because it gets dark early  this helps him to see and be seen. Great product.","Reviewed in the United States on November 15, 2021",No Data,1,POSITIVE,0.9912925362586975
5.0 out of 5 stars,I ordered this recently and put it to use for the first time this morning and I was very impressed! I love the different settings and I love how bright the light is! It was so bright.... I would highly recommend it!,"Reviewed in the United States on August 27, 2020",No Data,1,POSITIVE,0.987608015537262
5.0 out of 5 stars,Bright & visibleExcellent for bikes & 2 be seen,"Reviewed in the United States on March 2, 2021",No Data,1,POSITIVE,0.9920110106468201
5.0 out of 5 stars,"Very nice product , very pleased ty.","Reviewed in the United States on July 31, 2021",No Data,1,POSITIVE,0.991891622543335
5.0 out of 5 stars,Nice lamps and the best rechargeable,"Reviewed in the United States on May 6, 2020",No Data,1,POSITIVE,0.9877957105636597
5.0 out of 5 stars,This is awesome! I can easily fit it on my bike and the brightness and battery life is perfect!,"Reviewed in the United States on December 15, 2019",One person found this helpful,1,POSITIVE,0.9917219281196594
5.0 out of 5 stars,This is the second set I've bought for my bikes. There affordable and work great.,"Reviewed in the United States on April 3, 2021",No Data,1,POSITIVE,0.9924660921096802
4.0 out of 5 stars,Use mi bike 3 times a week and lights are important. This pack is good to me as I can be seen at night. Good for the price paid!,"Reviewed in the United States on July 13, 2019",No Data,1,POSITIVE,0.9917356371879578
2.0 out of 5 stars,Very disappointing. The light isn’t very bright and the battery life is short. Plus this light is fairly heavy. Just not a good product. I’ve had far better bike lights at this price.,"Reviewed in the United States on September 24, 2020",No Data,1,POSITIVE,0.9888725876808167
5.0 out of 5 stars,"haven't used then enough yet to determine battery life, but appears to match what was advertised.","Reviewed in the United States on September 28, 2019",No Data,1,POSITIVE,0.9914679527282715
5.0 out of 5 stars,"Great buy especially now with daylights savings, you need a good light! We have also used it as a flashlight. Found it very easy to install and to charge.","Reviewed in the United States on November 15, 2020",No Data,1,POSITIVE,0.986868679523468
5.0 out of 5 stars,"Nice bike light kit for the price.Comes with forward and rear light and the reflective velcro reflector. Its pretty bright and definitely lights up the road but Depending on what you need you might want it's not extremely bright. I bought 2 of these, but still bought one more to have a brighter option.  The ability to be rechargeable and detachable are both major pluses.  I do recommend this light.","Reviewed in the United States on November 15, 2019",One person found this helpful,1,POSITIVE,0.9912817478179932
5.0 out of 5 stars,"I've had this headlight and taillight several months now and so far, very, very good for the money. Bike shop lights of similar brightness and functionality cost two or three times more. This is a heckuva deal for the money. Holds a charge and recharges well (although it does take several hours when it's low). EVERYONE who shares the road with today's multitude of distracted drivers need to ride with lights (flashing during the day, constant at night). Get a light! It could save your life!","Reviewed in the United States on January 23, 2021",No Data,1,POSITIVE,0.9897974729537964
5.0 out of 5 stars,"Ordered 2 sets of these lights ( 4 lights total , 2 front and 2 rear).Had a minor issue with one of the rear lights not turning green when the light was fully charged.  Mentioned this in my original review.  Their Customer saw my remarks and reached out to me.  Bottom line they sent me another complete set which I received  as fast as possible.  We used our lights for a three hour ride and were happy with the results.  They maintained their charge and provided excellent visibility of our positions on the trail! I would recommend these lights for their performance and even more importantly for their fantastic customer service!!","Reviewed in the United States on September 14, 2020",No Data,1,POSITIVE,0.9889063835144043
3.0 out of 5 stars,"Not really that great of a light for night riding.  Its throw and spread a respectable, but the light is not bright enough.Also, the rubber mounting strap is not tight enough to keep the headlight from slipping downwards.","Reviewed in the United States on September 4, 2020",One person found this helpful,1,POSITIVE,0.9894825220108032
2.0 out of 5 stars,"I've had these for almost a year now and the head light that was the reason I ordered for, dies in less than a half hour of being fully charges.  It takes almost all night to get a full charge and I only use it a few minutes a night on my way home from work (maybe 3 minutes where there's no street lights) and by day 4 the red light indicating low battery starts flashing and light stops working soon after.","Reviewed in the United States on February 17, 2021",No Data,1,POSITIVE,0.9914450645446777
1.0 out of 5 stars,"Bought this in Sept 2019. I used it extensively commuting  to and from work for a few months, then winter set in. Then with the pandemic, traffic was lighter and I didn't use the light as much while riding in full daylight. Sometime in Fall/Winter of 2020/2021 the front light stopped working. Every time I charge it up, within hours it will be dead again whether I turn it ion or not.The rear light still holds a charge, and runs for hours.I didn't think of this light set as ""disposable"" but maybe the manufacturers do?","Reviewed in the United States on August 25, 2021",No Data,1,POSITIVE,0.9930406808853149
5.0 out of 5 stars,"I use this set on my power chair when I go to events at our local park.I can cruise home on the unlit bike path with light to spare from the headlight, and not have to worry about a bicyclist rearending me (yup. Almost happened a couple of times before I had the tail light.).I’ve never run the batteries down fully, as it only takes me a 1/2 hour to get home, but these are EXACTLY what I was hoping for.Another feature that I LOVE, is that if I’m folding up the chair to put in the car, they only take a split second to remove so they don't get damaged. Then, they go back on just as fast & easy.Highly recommend. 👍","Reviewed in the United States on January 21, 2020",No Data,1,POSITIVE,0.9834061861038208
5.0 out of 5 stars,"I am impressed with these bike lights. I've had a lot of bike lights starting in the mid-nineties with the first Niterider lights.  I love the way you attach them to your bike, they are rechargeable, they are very bright and the price is amazing. I don't plan on using them for any mountain biking in the middle of the night like I used to with my Niterider, but these lights will be great for using my utility bike for grocery shopping and other errands.","Reviewed in the United States on February 6, 2020",No Data,1,POSITIVE,0.9880053400993347
5.0 out of 5 stars,"Bought this set for my teenage son.  He found them very easy to install, use, and maintain.  Very simple design allows you to easily remove the lights to charge batteries.  Like most LED lights, these are very bright and easily noticeable from the space station.  Ok, maybe not the actual space station, but you get the point.  I'd recommend these to anyone that's looking for lights for their bikes.","Reviewed in the United States on December 4, 2021",No Data,1,POSITIVE,0.9916189908981323
5.0 out of 5 stars,"Last year I bought an S350 used electric scooter, which needed a lot of cleaning. After getting it cleaned, I ordered new batteries and charger, but I couldn't see anything at night, so I was really unable to ride it at night. I was looking on Amazon for something when I ran across this set, to say that I was surprised when I turned it on, is an understatement. Wow, bright lights for sure. I can set them both on the low setting, can see, be seen, very well. I'm very please with this set of lights, and would highly suggest these for anyone that wants a bit of light when out for night rides.","Reviewed in the United States on August 7, 2019",No Data,1,POSITIVE,0.9923836588859558
4.0 out of 5 stars,Best purchase for my family’s bikes. The a super durable. I’ve had mine for almost a year and the work like day one.,"Reviewed in the United States on December 2, 2020",No Data,1,POSITIVE,0.9867718815803528
5.0 out of 5 stars,Good but someone stole from bike,"Reviewed in the United States on November 28, 2019",No Data,1,POSITIVE,0.9906626343727112
5.0 out of 5 stars,I have bought two sets of these lights and they work great.,"Reviewed in the United States on December 31, 2019",No Data,1,POSITIVE,0.9914006590843201
